kutu_alt_m,kutu_ust_m,kutu_orta_m,kutu_orta_cm,sayim,PDF,CDF
-0.4152709071490238,-0.3185463371317546,-0.3669086221403892,-36.69086221403892,1039,0.0034513685888918418,0.0034513685888918418
-0.3185463371317546,-0.22182176711448545,-0.27018405212312,-27.018405212312004,4002,0.013293914429976083,0.016745283018867924
-0.22182176711448545,-0.12509719709721628,-0.17345948210585088,-17.34594821058509,25778,0.08562981663566303,0.10237509965453095
-0.12509719709721628,-0.028372627079947088,-0.07673491208858169,-7.673491208858168,80966,0.26895429178846664,0.3713293914429976
-0.028372627079947088,0.06835194293732211,0.01998965792868751,1.998965792868751,120947,0.40176388519798034,0.7730932766409779
0.06835194293732211,0.16507651295459125,0.11671422794595668,11.671422794595667,53240,0.17685357427584375,0.9499468509168216
0.16507651295459125,0.26180108297186044,0.21343879796322585,21.343879796322586,12656,0.0420409247940473,0.9919877757108689
0.26180108297186044,0.35852565298912964,0.31016336798049504,31.016336798049505,2006,0.0066635663034812645,0.9986513420143502
0.35852565298912964,0.45525022300639884,0.40688793799776424,40.68879379977643,329,0.0010928780228541058,0.9997442200372043
0.45525022300639884,0.551974793023668,0.5036125080150334,50.361250801503346,77,0.0002557799627956418,1.0
