kutu_alt_m,kutu_ust_m,kutu_orta_m,kutu_orta_cm,sayim,PDF,CDF
4.440892098500626e-16,0.020000000000000462,0.010000000000000453,1.0000000000000453,17416,0.10368579916532217,0.6357184956747971
0.020000000000000462,0.04000000000000048,0.03000000000000047,3.000000000000047,14732,0.08770666015752906,0.7234251558323261
0.04000000000000048,0.0600000000000005,0.05000000000000049,5.000000000000049,12139,0.07226928778524609,0.7956944436175722
0.0600000000000005,0.08000000000000052,0.0700000000000005,7.000000000000051,9451,0.05626633485940858,0.8519607784769808
0.08000000000000052,0.10000000000000053,0.09000000000000052,9.000000000000053,6870,0.040900404241258806,0.8928611827182397
0.10000000000000053,0.12000000000000055,0.11000000000000054,11.000000000000053,4569,0.0272014478862171,0.9200626306044568
0.12000000000000055,0.14000000000000057,0.13000000000000056,13.000000000000057,3224,0.019194017943787247,0.9392566485482441
0.14000000000000057,0.1600000000000006,0.15000000000000058,15.000000000000057,2184,0.013002399252242973,0.9522590478004871
0.1600000000000006,0.1800000000000006,0.1700000000000006,17.00000000000006,1587,0.009448171984116117,0.9617072197846032
0.1800000000000006,0.20000000000000062,0.1900000000000006,19.00000000000006,1298,0.007727616405408141,0.9694348361900113
0.20000000000000062,0.22000000000000064,0.21000000000000063,21.000000000000064,909,0.0054117128755901385,0.9748465490656014
0.22000000000000064,0.24000000000000066,0.23000000000000065,23.000000000000064,717,0.004268644809458888,0.9791151938750603
0.24000000000000066,0.2600000000000007,0.25000000000000067,25.000000000000068,554,0.0032982276491495452,0.9824134215242099
0.2600000000000007,0.2800000000000007,0.2700000000000007,27.000000000000068,379,0.0022563687347069996,0.9846697902589169
0.2800000000000007,0.3000000000000007,0.2900000000000007,29.00000000000007,323,0.001922973882085385,0.9865927641410023
0.3000000000000007,0.32000000000000073,0.3100000000000007,31.00000000000007,310,0.0018455786484410815,0.9884383427894433
0.32000000000000073,0.34000000000000075,0.33000000000000074,33.00000000000007,354,0.002107531746929493,0.9905458745363728
0.34000000000000075,0.36000000000000076,0.35000000000000075,35.00000000000008,234,0.0013931142055974613,0.9919389887419703
0.36000000000000076,0.3800000000000008,0.3700000000000008,37.00000000000008,202,0.001202602861242253,0.9931415916032126
0.3800000000000008,0.4000000000000008,0.3900000000000008,39.00000000000008,148,0.0008811149676428389,0.9940227065708555
0.4000000000000008,0.4200000000000008,0.4100000000000008,41.00000000000008,136,0.0008096732135096357,0.9948323797843651
0.4200000000000008,0.44000000000000083,0.4300000000000008,43.000000000000085,137,0.0008156266930207359,0.9956480064773858
0.44000000000000083,0.46000000000000085,0.45000000000000084,45.000000000000085,90,0.0005358131559990236,0.9961838196333849
0.46000000000000085,0.48000000000000087,0.47000000000000086,47.000000000000085,107,0.000637022307687728,0.9968208419410726
0.48000000000000087,0.5000000000000009,0.4900000000000009,49.000000000000085,122,0.000726324500354232,0.9975471664414268
0.5000000000000009,0.5200000000000009,0.5100000000000009,51.00000000000009,180,0.0010716263119980472,0.9986187927534249
0.5200000000000009,0.5400000000000009,0.5300000000000009,53.00000000000009,96,0.0005715340330656252,0.9991903267864906
0.5400000000000009,0.5600000000000009,0.5500000000000009,55.00000000000009,28,0.00016669742631080734,0.9993570242128014
0.5600000000000009,0.580000000000001,0.570000000000001,57.00000000000009,4,2.381391804440105e-05,0.9993808381308458
0.580000000000001,0.600000000000001,0.590000000000001,59.0000000000001,7,4.1674356577701835e-05,0.9994225124874234
0.600000000000001,0.620000000000001,0.610000000000001,61.0000000000001,1,5.953479511100262e-06,0.9994284659669345
0.620000000000001,0.640000000000001,0.630000000000001,63.0000000000001,2,1.1906959022200524e-05,0.9994403729259567
0.640000000000001,0.660000000000001,0.650000000000001,65.0000000000001,2,1.1906959022200524e-05,0.9994522798849789
0.660000000000001,0.680000000000001,0.670000000000001,67.0000000000001,10,5.953479511100263e-05,0.9995118146800899
0.680000000000001,0.7000000000000011,0.6900000000000011,69.0000000000001,37,0.00022027874191070973,0.9997320934220005
0.7000000000000011,0.7200000000000011,0.7100000000000011,71.00000000000011,23,0.00013693002875530603,0.9998690234507558
0.7200000000000011,0.7400000000000011,0.7300000000000011,73.00000000000011,11,6.548827462210288e-05,0.9999345117253778
0.7400000000000011,0.7600000000000011,0.7500000000000011,75.00000000000011,7,4.1674356577701835e-05,0.9999761860819555
0.7600000000000011,0.7800000000000011,0.7700000000000011,77.00000000000011,4,2.381391804440105e-05,0.9999999999999999
