kutu_alt_m,kutu_ust_m,kutu_orta_m,kutu_orta_cm,sayim,PDF,CDF
-0.48,-0.45999999999999996,-0.47,-47.0,1,5.953479511100262e-06,5.953479511100262e-06
-0.45999999999999996,-0.43999999999999995,-0.44999999999999996,-44.99999999999999,0,0.0,5.953479511100262e-06
-0.43999999999999995,-0.41999999999999993,-0.42999999999999994,-42.99999999999999,0,0.0,5.953479511100262e-06
-0.41999999999999993,-0.3999999999999999,-0.4099999999999999,-40.99999999999999,0,0.0,5.953479511100262e-06
-0.3999999999999999,-0.3799999999999999,-0.3899999999999999,-38.99999999999999,0,0.0,5.953479511100262e-06
-0.3799999999999999,-0.3599999999999999,-0.3699999999999999,-36.999999999999986,1,5.953479511100262e-06,1.1906959022200524e-05
-0.3599999999999999,-0.33999999999999986,-0.34999999999999987,-34.999999999999986,14,8.334871315540367e-05,9.52556721776042e-05
-0.33999999999999986,-0.31999999999999984,-0.32999999999999985,-32.999999999999986,214,0.001274044615375456,0.0013693002875530603
-0.31999999999999984,-0.2999999999999998,-0.30999999999999983,-30.999999999999982,168,0.001000184557864844,0.0023694848454179043
-0.2999999999999998,-0.2799999999999998,-0.2899999999999998,-28.999999999999982,278,0.0016550673040858729,0.004024552149503777
-0.2799999999999998,-0.2599999999999998,-0.2699999999999998,-26.99999999999998,452,0.0026909727390173185,0.006715524888521096
-0.2599999999999998,-0.23999999999999977,-0.24999999999999978,-24.99999999999998,474,0.0028219492882615243,0.00953747417678262
-0.23999999999999977,-0.21999999999999975,-0.22999999999999976,-22.999999999999975,521,0.003101762825283237,0.012639237002065857
-0.21999999999999975,-0.19999999999999973,-0.20999999999999974,-20.999999999999975,791,0.004709202293280308,0.017348439295346164
-0.19999999999999973,-0.17999999999999972,-0.18999999999999972,-18.99999999999997,1614,0.009608915930915824,0.02695735522626199
-0.17999999999999972,-0.1599999999999997,-0.1699999999999997,-16.99999999999997,2269,0.013508445010686496,0.040465800236948485
-0.1599999999999997,-0.13999999999999968,-0.1499999999999997,-14.999999999999968,2703,0.01609225511850401,0.0565580553554525
-0.13999999999999968,-0.11999999999999966,-0.12999999999999967,-12.999999999999968,4266,0.02539754359435372,0.08195559894980622
-0.11999999999999966,-0.09999999999999964,-0.10999999999999965,-10.999999999999964,5476,0.03260125380278504,0.11455685275259125
-0.09999999999999964,-0.07999999999999963,-0.08999999999999964,-8.999999999999964,7703,0.045859652674005325,0.16041650542659658
-0.07999999999999963,-0.05999999999999961,-0.06999999999999962,-6.999999999999962,11845,0.0705189648089826,0.2309354702355792
-0.05999999999999961,-0.03999999999999959,-0.0499999999999996,-4.99999999999996,15087,0.08982014538396967,0.32075561561954885
-0.03999999999999959,-0.019999999999999574,-0.029999999999999583,-2.9999999999999583,18329,0.10912132595895671,0.42987694157850553
-0.019999999999999574,4.440892098500626e-16,-0.009999999999999565,-0.9999999999999565,17159,0.1021557549309694,0.5320326965094749
