kutu_alt_m,kutu_ust_m,kutu_orta_m,kutu_orta_cm,sayim,PDF,CDF
-0.45233460206046805,-0.3227700507856306,-0.3875523264230493,-38.75523264230493,1789,0.00523810081514101,0.00523810081514101
-0.3227700507856306,-0.19320549951079308,-0.2579877751482118,-25.798777514821182,13380,0.0391759580249227,0.04441405884006371
-0.19320549951079308,-0.06364094823595556,-0.12842322387337432,-12.842322387337433,83265,0.24379567600487212,0.28820973484493584
-0.06364094823595556,0.0659236030388819,0.0011413274014631658,0.11413274014631658,157890,0.46229387238826947,0.7505036072332053
0.0659236030388819,0.19548815431371935,0.13070587867630062,13.070587867630062,71670,0.20984610699896936,0.9603497142321746
0.19548815431371935,0.3250527055885569,0.26027042995113814,26.027042995113813,9549,0.027958985289984074,0.9883086995221587
0.3250527055885569,0.4546172568633944,0.38983498122597565,38.98349812259757,2512,0.007355007964021362,0.99566370748618
0.4546172568633944,0.5841818081382318,0.5193995325008132,51.93995325008132,1124,0.003291014710015928,0.998954722196196
0.5841818081382318,0.7137463594130694,0.6489640837756506,64.89640837756507,256,0.0007495549517474,0.9997042771479434
0.7137463594130694,0.8433109106879069,0.7785286350504881,77.8528635050488,101,0.0002957228520565914,1.0
